episode,episode_durations_dqn_aux,episode_durations_dqn_rnd
2121,155,99
2122,157,93
2123,93,99
2124,86,153
2125,152,159
2126,163,153
2127,154,162
2128,98,156
2129,159,152
2130,89,100
2131,151,153
2132,100,112
2133,153,153
2134,155,125
2135,98,93
2136,163,97
2137,166,86
2138,152,90
2139,163,198
2140,155,186
2141,159,161
2142,153,190
2143,151,200
2144,151,167
2145,157,162
2146,123,154
2147,175,152
2148,158,99
2149,157,159
2150,95,154
2151,200,127
2152,153,108
2153,159,153
2154,171,159
2155,200,167
2156,88,104
2157,157,99
2158,200,167
2159,200,115
2160,161,157
2161,161,156
2162,200,197
2163,113,89
2164,156,151
2165,200,154
2166,98,157
2167,163,155
2168,164,92
2169,99,160
2170,176,156
2171,168,158
2172,97,168
2173,159,157
2174,157,155
2175,167,152
2176,159,91
2177,155,155
2178,165,94
2179,92,200
2180,150,110
2181,167,154
2182,157,151
2183,156,151
2184,103,150
2185,158,160
2186,159,151
2187,174,167
2188,160,93
2189,157,126
2190,164,148
2191,92,154
2192,87,153
2193,155,152
2194,161,153
2195,157,102
2196,166,92
2197,164,166
2198,156,156
2199,165,157
2200,149,99
2201,147,160
2202,181,174
2203,157,156
2204,168,91
2205,155,91
2206,159,86
2207,151,180
2208,92,138
2209,152,149
2210,165,114
2211,92,105
2212,154,149
2213,160,159
2214,84,86
2215,166,153
2216,156,99
2217,104,111
2218,96,153
2219,151,163
2220,90,153
2221,92,106
2222,99,96
2223,151,95
2224,104,152
2225,88,156
2226,88,151
2227,91,93
2228,85,102
2229,98,156
2230,176,157
2231,157,179
2232,94,154
2233,152,151
2234,158,102
2235,155,200
2236,147,148
2237,91,109
2238,187,168
2239,154,155
2240,172,155
2241,90,151
2242,158,124
2243,98,150
2244,94,156
2245,88,159
2246,88,164
2247,164,154
2248,164,157
2249,174,156
2250,200,166
2251,165,175
2252,200,179
2253,159,148
2254,90,155
2255,161,111
2256,97,112
2257,162,94
2258,200,165
2259,92,153
2260,163,163
2261,200,148
2262,161,85
2263,164,147
2264,162,155
2265,86,94
2266,111,151
2267,100,149
2268,158,90
2269,158,154
2270,166,152
2271,163,150
2272,103,95
2273,157,149
2274,161,101
2275,155,151
2276,157,121
2277,200,124
2278,94,151
2279,162,103
2280,169,103
2281,96,168
2282,99,174
2283,165,153
2284,162,158
2285,150,153
2286,168,171
2287,152,149
2288,176,163
2289,200,93
2290,173,152
2291,160,157
2292,200,151
2293,200,151
2294,161,150
2295,195,92
2296,197,93
2297,155,154
2298,158,188
2299,158,120
2300,154,152
2301,150,149
2302,200,200
2303,98,148
2304,167,151
2305,89,150
2306,103,154
2307,149,161
2308,158,90
2309,160,154
2310,157,152
2311,153,151
2312,173,157
2313,167,103
2314,156,165
2315,170,149
2316,98,146
2317,162,156
2318,98,150
2319,160,154
2320,160,152
2321,168,159
2322,155,151
2323,174,151
2324,163,150
2325,156,155
2326,122,151
2327,103,96
2328,200,104
2329,156,92
2330,200,152
2331,200,94
2332,158,149
2333,92,149
2334,200,105
2335,111,165
2336,87,150
2337,100,151
2338,137,147
2339,161,90
2340,87,151
2341,164,153
2342,159,169
2343,161,152
2344,173,150
2345,98,88
2346,91,151
2347,157,147
2348,155,160
2349,159,156
2350,200,149
2351,167,149
2352,152,151
2353,156,148
2354,89,154
2355,158,197
2356,159,94
2357,158,148
2358,154,148
2359,156,161
2360,158,149
2361,171,153
2362,103,150
2363,152,148
2364,161,106
2365,155,153
2366,153,88
2367,151,151
2368,186,150
2369,99,153
2370,157,91
2371,155,164
2372,176,151
2373,96,148
2374,164,148
2375,172,150
2376,141,149
2377,161,150
2378,97,95
2379,198,157
2380,194,157
2381,200,163
2382,200,151
2383,149,94
2384,157,152
2385,157,157
2386,184,153
2387,90,156
2388,168,176
2389,150,150
2390,164,151
2391,167,153
2392,200,171
2393,150,155
2394,151,94
2395,106,155
2396,161,161
2397,159,160
2398,159,153
2399,160,152
2400,107,149
2401,155,108
2402,92,154
2403,155,101
2404,89,141
2405,87,152
2406,99,164
2407,92,162
2408,159,161
2409,86,154
2410,162,156
2411,96,117
2412,156,159
2413,157,156
2414,157,157
2415,157,151
2416,163,159
2417,153,89
2418,159,165
2419,200,94
2420,157,153
2421,104,153
2422,91,93
2423,200,157
2424,90,157
2425,166,156
2426,101,163
2427,200,92
2428,108,159
2429,162,87
2430,200,162
2431,173,161
2432,185,100
2433,162,200
2434,200,163
2435,89,159
2436,200,91
2437,162,93
2438,200,115
2439,90,158
2440,200,101
2441,90,86
2442,95,200
2443,162,175
2444,162,153
2445,98,155
2446,200,167
2447,160,154
2448,156,103
2449,160,177
2450,91,154
2451,162,153
2452,161,146
2453,158,113
2454,160,159
2455,157,150
2456,155,149
2457,166,149
2458,95,103
2459,93,109
2460,88,157
2461,84,188
2462,161,150
2463,164,150
2464,156,95
2465,156,89
2466,157,151
2467,95,150
2468,200,98
2469,91,162
2470,164,156
2471,200,154
2472,160,152
2473,173,160
2474,193,154
2475,199,152
2476,200,151
2477,200,92
2478,161,150
2479,156,150
2480,166,96
2481,157,154
2482,157,157
2483,174,149
2484,87,151
2485,154,113
2486,165,150
2487,94,89
2488,88,153
2489,152,106
2490,152,153
2491,195,151
2492,168,151
2493,152,152
2494,102,158
2495,152,117
2496,151,176
2497,152,153
2498,156,98
2499,88,152
2500,92,102
2501,86,158
2502,159,150
2503,170,89
2504,159,156
2505,157,163
2506,157,152
2507,161,86
2508,156,159
2509,169,162
2510,176,93
2511,166,154
2512,160,163
2513,86,153
2514,159,155
2515,200,185
2516,162,154
2517,200,189
2518,200,200
2519,161,158
2520,104,170
2521,160,152
2522,158,200
2523,200,157
2524,172,154
2525,89,98
2526,172,200
2527,180,155
2528,162,88
2529,103,158
2530,160,151
2531,86,148
2532,161,156
2533,160,154
2534,160,102
2535,167,151
2536,169,95
2537,164,100
2538,89,89
2539,170,150
2540,161,193
2541,165,92
2542,160,112
2543,200,156
2544,173,153
2545,88,151
2546,87,160
2547,165,145
2548,171,159
2549,169,153
2550,95,148
2551,160,149
2552,169,151
2553,153,160
2554,104,152
2555,157,154
2556,159,101
2557,161,150
2558,167,153
2559,157,152
2560,159,151
2561,160,151
2562,154,118
2563,151,86
2564,156,153
2565,113,150
2566,89,152
2567,156,153
2568,134,151
2569,161,155
2570,93,181
2571,96,162
2572,153,156
2573,153,154
2574,176,157
2575,158,101
2576,152,91
2577,100,158
2578,167,151
2579,156,109
2580,194,157
2581,155,93
2582,155,150
2583,159,155
2584,172,161
2585,200,153
2586,154,155
2587,152,165
2588,159,161
2589,156,154
2590,158,150
2591,149,152
2592,91,159
2593,183,143
2594,120,103
2595,105,154
2596,191,153
2597,151,155
2598,165,87
2599,151,152
2600,165,105
2601,169,148
2602,154,159
2603,87,103
2604,98,154
2605,170,155
2606,101,157
2607,97,177
2608,84,155
2609,200,152
2610,160,160
2611,200,104
2612,167,93
2613,157,160
2614,200,108
2615,161,96
2616,174,200
2617,172,87
2618,175,111
2619,90,158
2620,163,158
2621,87,151
2622,200,158
2623,92,91
2624,163,88
2625,86,150
2626,167,160
2627,129,149
2628,200,151
2629,162,150
2630,164,166
2631,102,151
2632,200,157
2633,161,92
2634,90,151
2635,163,148
2636,159,158
2637,175,149
2638,92,152
2639,96,150
2640,123,150
2641,96,152
2642,160,103
2643,93,94
2644,94,151
2645,200,155
2646,161,154
2647,159,152
2648,189,153
2649,156,146
2650,166,148
2651,159,118
2652,163,160
2653,160,150
2654,94,91
2655,163,152
2656,89,150
2657,158,150
2658,93,106
2659,154,160
2660,155,90
2661,157,148
2662,157,167
2663,152,157
2664,157,153
2665,155,170
2666,124,153
2667,157,87
2668,158,187
2669,88,151
2670,156,100
2671,150,157
2672,165,150
2673,151,162
2674,178,162
2675,193,149
2676,170,152
2677,200,90
2678,99,151
2679,154,156
2680,129,152
2681,101,157
2682,191,153
2683,200,108
2684,200,127
2685,156,153
2686,187,149
2687,193,88
2688,184,150
2689,101,152
2690,158,163
2691,171,149
2692,150,152
2693,156,151
2694,101,159
2695,150,93
2696,146,149
2697,156,152
2698,172,154
2699,184,90
2700,151,99
2701,152,193
2702,161,157
2703,85,181
2704,200,153
2705,85,161
2706,152,170
2707,176,170
2708,159,83
2709,171,151
2710,155,154
2711,94,151
2712,196,152
2713,162,200
2714,200,86
2715,163,154
2716,161,151
2717,164,152
2718,87,161
2719,200,154
2720,160,102
2721,200,151
2722,200,90
2723,162,159
2724,164,157
2725,160,89
2726,200,160
2727,87,152
2728,161,158
2729,102,156
2730,162,99
2731,174,151
2732,158,97
2733,166,87
2734,163,98
2735,102,108
2736,154,86
2737,163,97
2738,154,167
2739,161,152
2740,98,152
2741,157,96
2742,160,154
2743,160,149
2744,117,170
2745,168,151
2746,170,156
2747,171,167
2748,163,150
2749,155,149
2750,100,149
2751,155,177
2752,151,161
2753,157,101
2754,152,151
2755,170,106
2756,154,150
2757,154,151
2758,86,149
2759,156,146
2760,153,163
2761,153,151
2762,164,158
2763,156,147
2764,152,152
2765,149,93
2766,154,179
2767,125,167
2768,159,149
2769,192,150
2770,161,149
2771,101,159
2772,177,149
2773,166,150
2774,182,96
2775,97,166
2776,200,103
2777,161,147
2778,200,155
2779,156,111
2780,188,96
2781,189,101
2782,165,95
2783,179,90
2784,147,153
2785,169,152
2786,151,98
2787,176,153
2788,89,157
2789,172,155
2790,155,103
2791,89,185
2792,167,148
2793,101,85
2794,155,150
2795,93,162
2796,159,104
2797,200,86
2798,160,168
2799,157,153
2800,90,151
2801,89,148
2802,200,149
2803,158,109
2804,95,154
2805,89,101
2806,169,150
2807,163,157
2808,92,155
2809,160,161
2810,95,152
2811,87,99
2812,103,152
2813,109,159
2814,171,163
2815,200,156
2816,168,163
2817,94,149
2818,100,164
2819,200,160
2820,200,151
2821,200,110
2822,108,156
2823,200,151
2824,166,200
2825,165,157
2826,200,153
2827,91,151
2828,165,155
2829,200,149
2830,166,158
2831,160,145
2832,162,91
2833,174,156
2834,158,155
2835,97,86
2836,157,112
2837,169,115
2838,88,89
2839,164,119
2840,90,155
2841,162,200
2842,160,92
2843,154,153
2844,163,157
2845,156,159
2846,170,105
2847,156,84
2848,153,153
2849,164,173
2850,96,173
2851,192,162
2852,162,154
2853,163,154
2854,158,162
2855,172,200
2856,155,157
2857,200,155
2858,200,161
2859,173,150
2860,200,157
2861,192,150
2862,196,159
2863,159,145
2864,155,105
2865,167,152
2866,160,163
2867,196,93
2868,171,150
2869,193,161
2870,159,156
2871,161,148
2872,196,152
2873,157,150
2874,113,151
2875,200,91
2876,161,151
2877,188,158
2878,190,97
2879,117,152
2880,184,159
2881,146,155
2882,151,154
2883,149,87
2884,149,154
2885,151,154
2886,152,166
2887,159,132
2888,155,153
2889,153,151
2890,161,95
2891,152,151
2892,159,154
2893,157,154
2894,110,150
2895,153,152
2896,187,151
2897,158,98
2898,160,155
2899,124,150
2900,104,121
2901,156,168
2902,87,168
2903,167,161
2904,115,153
2905,174,155
2906,162,94
2907,200,151
2908,194,92
2909,162,151
2910,164,150
2911,200,153
2912,92,170
2913,183,162
2914,88,165
2915,163,151
2916,179,154
2917,165,151
2918,162,153
2919,200,160
2920,161,160
2921,101,152
2922,167,157
2923,108,164
2924,167,87
2925,168,154
2926,200,99
2927,96,108
2928,89,161
2929,162,101
2930,164,156
2931,163,88
2932,162,96
2933,164,90
2934,106,155
2935,166,162
2936,163,156
2937,163,200
2938,93,153
2939,165,162
2940,91,165
2941,168,154
2942,137,159
2943,115,88
2944,161,102
2945,167,90
2946,164,130
2947,165,200
2948,156,154
2949,163,156
2950,168,160
2951,93,152
2952,159,117
2953,160,154
2954,157,157
2955,96,99
2956,158,114
2957,157,157
2958,170,152
2959,159,200
2960,158,151
2961,155,154
2962,154,149
2963,90,152
2964,154,152
2965,157,121
2966,152,153
2967,167,150
2968,161,146
2969,160,148
2970,154,103
2971,159,151
2972,94,155
2973,174,150
2974,200,151
2975,89,146
2976,158,152
2977,164,152
2978,165,153
2979,200,162
2980,200,147
2981,200,150
2982,200,150
2983,200,151
2984,200,147
2985,117,113
2986,151,149
2987,116,165
2988,150,146
2989,200,150
2990,153,150
2991,116,99
2992,115,152
2993,157,157
2994,115,154
2995,116,150
2996,117,154
2997,119,145
2998,143,104
2999,145,153
