episode,reward,duration,qstep
257,-173.0,173,-96.15031955361425
258,-200.0,200,-104.9405260725083
259,-198.0,198,-106.05324927994162
260,-168.0,168,-80.13062490271749
261,-200.0,200,-120.30279422080761
262,-200.0,200,-119.95107439505922
263,-200.0,200,-110.8553817754222
264,-200.0,200,-108.10945329584547
265,-170.0,170,-83.59666034411906
266,-189.0,189,-86.30812772292026
267,-172.0,172,-74.97050108750854
268,-175.0,175,-91.11588691156169
269,-200.0,200,-119.62979826165751
270,-200.0,200,-88.04623816817075
271,-160.0,160,-96.61126195727581
272,-200.0,200,-102.15938017301434
273,-197.0,197,-120.71802600995666
274,-200.0,200,-114.82713635242494
275,-200.0,200,-157.15418726110488
276,-120.0,120,-38.09705338615654
277,-199.0,199,-89.6669152848928
278,-200.0,200,-110.02859029859815
279,-190.0,190,-114.88525758359783
280,-194.0,194,-97.03730199847276
281,-191.0,191,-137.95374623702662
282,-200.0,200,-105.4426925170736
283,-200.0,200,-148.49050942586794
284,-200.0,200,-125.73908999960199
285,-200.0,200,-103.72906825625569
286,-200.0,200,-107.4073077563656
287,-200.0,200,-132.55301915677967
288,-169.0,169,-79.12858667887161
289,-164.0,164,-78.85895786939282
290,-200.0,200,-92.78025444403666
291,-200.0,200,-115.18238121257058
292,-200.0,200,-153.2309274738425
293,-200.0,200,-123.10348461871352
294,-157.0,157,-91.96678374936832
295,-192.0,192,-96.23319189273333
296,-191.0,191,-91.08231063320744
297,-182.0,182,-80.98083060981607
298,-155.0,155,-59.0292294541418
299,-200.0,200,-109.92256409549705
300,-200.0,200,-125.01655634107112
301,-163.0,163,-76.72848370289122
302,-157.0,157,-63.95932014615552
303,-198.0,198,-93.96662305704861
304,-156.0,156,-77.74429849718314
305,-193.0,193,-90.64053818134707
306,-200.0,200,-113.48023547973087
307,-193.0,193,-97.19270903900927
308,-200.0,200,-104.2986033540022
309,-164.0,164,-70.02222052856224
310,-190.0,190,-82.3605038771166
311,-188.0,188,-100.50883488235873
312,-159.0,159,-60.38913222542036
313,-200.0,200,-100.30792426577146
314,-197.0,197,-104.46793417524522
315,-200.0,200,-99.39633645417817
316,-200.0,200,-126.71833169261826
317,-161.0,161,-60.695109832682405
318,-200.0,200,-104.82049709148262
319,-191.0,191,-137.2919721770264
320,-152.0,152,-83.16901808543707
321,-195.0,195,-94.93118966561148
322,-200.0,200,-87.7037697626587
323,-200.0,200,-138.5556080629536
324,-200.0,200,-137.5784878067539
325,-200.0,200,-89.35189843037772
326,-200.0,200,-102.86764003300627
327,-200.0,200,-148.41232694118594
328,-198.0,198,-94.39191866053865
329,-195.0,195,-106.7340862546953
330,-200.0,200,-122.39467335902384
331,-165.0,165,-68.67402216899819
332,-194.0,194,-71.08616726703623
333,-194.0,194,-108.77499778128616
334,-200.0,200,-89.33024015843392
335,-166.0,166,-60.24283964882547
336,-200.0,200,-93.25827072061374
337,-195.0,195,-84.52121658234951
338,-166.0,166,-75.5334906924374
339,-200.0,200,-87.07739890289703
340,-200.0,200,-108.11692366077207
341,-198.0,198,-85.0368234283627
342,-162.0,162,-69.16255427146969
343,-198.0,198,-84.64942590908416
344,-200.0,200,-95.70497365433695
345,-200.0,200,-91.15802169394765
346,-200.0,200,-115.23360583208682
347,-157.0,157,-65.7052539982754
348,-200.0,200,-103.26403049605017
349,-197.0,197,-81.39249445447717
350,-200.0,200,-112.60486274286414
351,-159.0,159,-58.225103365788854
352,-200.0,200,-83.9497557949405
353,-166.0,166,-77.0967980524854
354,-190.0,190,-77.79025269183099
355,-200.0,200,-103.21850766609734
356,-159.0,159,-62.176186518374784
357,-179.0,179,-54.52459033599792
358,-189.0,189,-75.9308175469856
359,-199.0,199,-94.07384953072923
360,-167.0,167,-77.25848226718924
361,-200.0,200,-87.70405810907823
362,-163.0,163,-62.28349943796099
363,-200.0,200,-106.92586048381897
364,-161.0,161,-49.32674848722848
365,-200.0,200,-94.73496570104757
366,-170.0,170,-62.65132223237608
367,-200.0,200,-88.1052981001319
368,-193.0,193,-83.27499827002822
369,-200.0,200,-113.43977425542519
370,-200.0,200,-106.2736990616944
371,-163.0,163,-65.5377520257753
372,-200.0,200,-78.77448459639432
373,-198.0,198,-89.42331733904874
374,-158.0,158,-60.49929403828495
375,-200.0,200,-97.82868049180962
376,-194.0,194,-71.40172254069822
377,-162.0,162,-62.22200523385045
378,-194.0,194,-78.64417864266045
379,-159.0,159,-59.122776997256246
380,-194.0,194,-90.1018462409249
381,-200.0,200,-113.12618379077557
382,-161.0,161,-55.88069843696239
383,-153.0,153,-51.83795325428843
384,-127.0,127,-30.555900480952502
385,-153.0,153,-49.61587412485094
386,-160.0,160,-55.002768670563604
387,-200.0,200,-87.13451961136495
388,-200.0,200,-77.89969041320309
